,ID,genero,casado,idade,graduacao,profissao,experiencia_de_trabalho,pontuacao_gasto,tamanho_familia,var_1,seguimentacao
9130,463311,FEMININO,NAO,18,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,5.0,Cat_3,D
9132,461960,MASCULINO,SIM,57,SIM,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_6,A
9133,461848,MASCULINO,NAO,36,NAO,MARKETING,0.0,BAIXO,2.0,Cat_6,D
9134,461963,FEMININO,NAO,43,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,A
9136,465477,MASCULINO,NAO,31,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_2,B
9138,466472,MASCULINO,NAO,38,SIM,DOUTOR,4.0,BAIXO,1.0,Cat_2,B
9139,467727,MASCULINO,SIM,45,SIM,ARTISTA,7.0,ALTO,4.0,Cat_3,A
9140,459341,MASCULINO,SIM,72,SIM,ADVOGADO,0.0,ALTO,2.0,Cat_6,C
9141,466486,FEMININO,SIM,43,SIM,DOUTOR,9.0,BAIXO,2.0,Cat_4,A
9142,460284,FEMININO,NAO,29,SIM,ENTRETENIMENTO,8.0,BAIXO,2.0,Cat_6,A
9143,463704,MASCULINO,NAO,45,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,A
9145,467061,FEMININO,NAO,29,SIM,DONA_DE_CASA,13.0,BAIXO,1.0,Cat_6,A
9146,464545,MASCULINO,NAO,43,SIM,ARTISTA,7.0,BAIXO,3.0,Cat_6,A
9147,464239,FEMININO,SIM,42,NAO,ARTISTA,0.0,MEDIO,3.0,Cat_6,A
9148,464996,MASCULINO,SIM,47,NAO,ENTRETENIMENTO,9.0,MEDIO,6.0,Cat_6,C
9149,461339,MASCULINO,NAO,26,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,B
9150,461581,FEMININO,SIM,60,SIM,ADVOGADO,1.0,ALTO,3.0,Cat_6,C
9151,460623,MASCULINO,SIM,41,SIM,EXECUTIVO,5.0,BAIXO,2.0,Cat_1,A
9153,467407,MASCULINO,NAO,27,SIM,ARTISTA,7.0,BAIXO,3.0,Cat_6,D
9155,460055,FEMININO,NAO,46,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,C
9157,467032,FEMININO,NAO,25,SIM,ARTISTA,2.0,BAIXO,2.0,Cat_6,A
9159,467225,FEMININO,NAO,22,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
9160,466509,MASCULINO,SIM,56,NAO,EXECUTIVO,1.0,MEDIO,3.0,Cat_6,B
9161,463087,FEMININO,SIM,35,SIM,DONA_DE_CASA,9.0,MEDIO,2.0,Cat_4,B
9163,459535,MASCULINO,SIM,50,SIM,ARTISTA,8.0,MEDIO,2.0,Cat_6,C
9166,463636,MASCULINO,NAO,33,NAO,DOUTOR,1.0,BAIXO,6.0,Cat_4,A
9167,466717,FEMININO,SIM,69,NAO,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_3,B
9168,466731,FEMININO,SIM,38,SIM,ENGENHEIRO,4.0,BAIXO,2.0,Cat_4,A
9169,466201,MASCULINO,SIM,42,SIM,DOUTOR,1.0,MEDIO,5.0,Cat_4,C
9170,467729,MASCULINO,SIM,61,SIM,ENTRETENIMENTO,3.0,MEDIO,6.0,Cat_6,B
9171,460234,FEMININO,NAO,20,NAO,ASSISTENCIA_MEDICA,4.0,BAIXO,6.0,Cat_2,D
9172,464342,FEMININO,SIM,46,SIM,ENGENHEIRO,1.0,MEDIO,2.0,Cat_6,C
9173,460915,MASCULINO,SIM,40,NAO,ENTRETENIMENTO,5.0,BAIXO,4.0,Cat_3,D
9174,466002,MASCULINO,SIM,51,SIM,DOUTOR,1.0,ALTO,2.0,Cat_3,C
9175,459641,FEMININO,SIM,58,SIM,ARTISTA,4.0,MEDIO,5.0,Cat_6,C
9176,463995,FEMININO,NAO,33,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_6,C
9177,463903,MASCULINO,NAO,26,NAO,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_6,A
9178,466378,MASCULINO,SIM,58,NAO,EXECUTIVO,4.0,ALTO,3.0,Cat_6,C
9179,459270,MASCULINO,SIM,65,SIM,DONA_DE_CASA,0.0,ALTO,2.0,Cat_6,A
9180,461257,MASCULINO,SIM,41,SIM,ENGENHEIRO,1.0,MEDIO,2.0,Cat_4,C
9181,461667,MASCULINO,SIM,42,SIM,DOUTOR,0.0,MEDIO,2.0,Cat_6,C
9182,465214,MASCULINO,SIM,25,NAO,ENGENHEIRO,14.0,BAIXO,1.0,Cat_6,D
9183,461212,FEMININO,NAO,30,NAO,DONA_DE_CASA,10.0,BAIXO,6.0,Cat_6,D
9186,461697,MASCULINO,SIM,79,NAO,ADVOGADO,1.0,BAIXO,1.0,Cat_6,D
9187,459913,FEMININO,SIM,51,NAO,ASSISTENCIA_MEDICA,0.0,ALTO,3.0,Cat_4,D
9188,461288,MASCULINO,NAO,26,SIM,DOUTOR,1.0,BAIXO,4.0,Cat_6,C
9189,465669,FEMININO,SIM,37,NAO,ENTRETENIMENTO,2.0,MEDIO,4.0,Cat_4,A
9190,460934,FEMININO,NAO,25,NAO,DOUTOR,0.0,BAIXO,2.0,Cat_6,D
9191,466785,MASCULINO,NAO,41,SIM,MARKETING,0.0,BAIXO,2.0,Cat_6,D
9192,465034,FEMININO,SIM,83,SIM,EXECUTIVO,1.0,ALTO,3.0,Cat_6,A
9193,463947,MASCULINO,SIM,35,SIM,ENTRETENIMENTO,0.0,MEDIO,3.0,Cat_6,C
9194,465785,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,3.0,BAIXO,7.0,Cat_4,D
9195,462856,FEMININO,NAO,28,SIM,ENGENHEIRO,0.0,BAIXO,3.0,Cat_6,D
9196,459898,MASCULINO,SIM,45,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
9197,463790,MASCULINO,SIM,51,NAO,EXECUTIVO,0.0,BAIXO,4.0,Cat_4,B
9198,465487,MASCULINO,NAO,25,SIM,ENTRETENIMENTO,1.0,BAIXO,3.0,Cat_6,A
9199,465147,MASCULINO,NAO,29,SIM,ASSISTENCIA_MEDICA,2.0,BAIXO,3.0,Cat_6,C
9200,463405,MASCULINO,SIM,45,NAO,MARKETING,1.0,BAIXO,2.0,Cat_3,D
9202,464771,FEMININO,SIM,47,NAO,ENGENHEIRO,8.0,MEDIO,5.0,Cat_4,B
9204,459152,FEMININO,NAO,40,SIM,ARTISTA,8.0,BAIXO,2.0,Cat_6,B
9205,464605,FEMININO,SIM,65,SIM,ADVOGADO,1.0,BAIXO,1.0,Cat_6,A
9206,466481,MASCULINO,NAO,40,SIM,ARTISTA,2.0,BAIXO,1.0,Cat_3,B
9207,462097,MASCULINO,SIM,42,SIM,DOUTOR,8.0,MEDIO,2.0,Cat_2,B
9208,460636,MASCULINO,SIM,45,SIM,ARTISTA,2.0,MEDIO,3.0,Cat_3,D
9209,463174,FEMININO,SIM,58,SIM,ENGENHEIRO,1.0,BAIXO,1.0,Cat_3,A
9210,463239,FEMININO,NAO,30,NAO,DOUTOR,1.0,BAIXO,3.0,Cat_2,D
9211,460081,MASCULINO,SIM,35,SIM,ARTISTA,10.0,ALTO,2.0,Cat_6,B
9212,466891,FEMININO,SIM,53,NAO,DONA_DE_CASA,9.0,BAIXO,1.0,Cat_6,A
9213,463519,FEMININO,SIM,58,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
9214,467632,FEMININO,SIM,88,SIM,ARTISTA,1.0,ALTO,2.0,Cat_6,C
9215,465339,FEMININO,NAO,27,NAO,MARKETING,0.0,BAIXO,3.0,Cat_2,C
9216,467611,MASCULINO,NAO,39,SIM,ARTISTA,9.0,BAIXO,1.0,Cat_6,A
9218,465481,FEMININO,NAO,28,NAO,ARTISTA,1.0,BAIXO,4.0,Cat_4,B
9219,459095,MASCULINO,SIM,35,NAO,ENTRETENIMENTO,9.0,BAIXO,3.0,Cat_1,A
9220,464896,MASCULINO,SIM,76,NAO,EXECUTIVO,1.0,ALTO,2.0,Cat_4,A
9221,460414,FEMININO,NAO,33,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,1.0,Cat_6,D
9222,461420,FEMININO,SIM,59,SIM,DOUTOR,5.0,BAIXO,2.0,Cat_6,A
9223,463375,FEMININO,SIM,45,SIM,DOUTOR,0.0,BAIXO,1.0,Cat_4,B
9225,463796,FEMININO,NAO,33,NAO,ENGENHEIRO,1.0,BAIXO,3.0,Cat_6,D
9226,459236,FEMININO,SIM,86,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,B
9228,466576,FEMININO,NAO,20,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,D
9230,462012,FEMININO,NAO,25,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,8.0,Cat_7,B
9232,462533,FEMININO,NAO,33,SIM,ENTRETENIMENTO,0.0,BAIXO,3.0,Cat_6,A
9233,460171,FEMININO,SIM,62,SIM,ARTISTA,0.0,ALTO,2.0,Cat_6,C
9234,466385,FEMININO,SIM,55,SIM,ARTISTA,4.0,MEDIO,4.0,Cat_7,C
9235,465418,MASCULINO,NAO,39,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_1,A
9236,464411,MASCULINO,NAO,30,SIM,ASSISTENCIA_MEDICA,3.0,BAIXO,6.0,Cat_7,D
9237,463254,FEMININO,SIM,37,NAO,EXECUTIVO,0.0,ALTO,2.0,Cat_1,A
9238,461456,FEMININO,NAO,40,NAO,MARKETING,0.0,BAIXO,1.0,Cat_6,A
9239,461557,MASCULINO,NAO,38,SIM,ARTISTA,6.0,BAIXO,4.0,Cat_2,A
9240,462946,MASCULINO,SIM,52,NAO,ARTISTA,1.0,BAIXO,2.0,Cat_6,A
9241,463616,FEMININO,SIM,48,NAO,ENGENHEIRO,1.0,MEDIO,5.0,Cat_3,B
9242,462593,FEMININO,SIM,60,NAO,ENGENHEIRO,1.0,MEDIO,5.0,Cat_4,B
9243,464693,FEMININO,NAO,36,SIM,ENGENHEIRO,9.0,BAIXO,1.0,Cat_4,A
9244,459618,MASCULINO,SIM,59,SIM,DOUTOR,0.0,MEDIO,2.0,Cat_4,C
9245,466494,MASCULINO,SIM,71,NAO,ENTRETENIMENTO,0.0,MEDIO,3.0,Cat_6,A
9247,462432,MASCULINO,SIM,37,SIM,EXECUTIVO,1.0,MEDIO,2.0,Cat_6,B
9248,464268,FEMININO,NAO,51,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,A
9249,461305,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
9250,462006,MASCULINO,SIM,28,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_6,B
9251,463917,FEMININO,NAO,22,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,8.0,Cat_4,D
9252,463979,FEMININO,SIM,48,SIM,DONA_DE_CASA,1.0,ALTO,2.0,Cat_2,C
9253,465780,FEMININO,NAO,23,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,D
9254,464795,FEMININO,NAO,31,NAO,ENGENHEIRO,1.0,BAIXO,8.0,Cat_4,A
9255,467596,MASCULINO,SIM,37,NAO,ARTISTA,1.0,BAIXO,5.0,Cat_3,C
9256,459250,MASCULINO,SIM,50,SIM,DOUTOR,1.0,MEDIO,4.0,Cat_6,C
9258,460468,FEMININO,NAO,50,SIM,EXECUTIVO,1.0,BAIXO,1.0,Cat_6,A
9259,466131,FEMININO,NAO,43,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,D
9260,461311,MASCULINO,NAO,20,NAO,MARKETING,0.0,BAIXO,4.0,Cat_6,C
9261,464067,FEMININO,NAO,28,SIM,ENTRETENIMENTO,0.0,BAIXO,4.0,Cat_2,B
9262,462299,FEMININO,NAO,33,NAO,ASSISTENCIA_MEDICA,7.0,BAIXO,6.0,Cat_6,C
9263,466165,FEMININO,NAO,49,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_2,B
9265,460237,FEMININO,NAO,40,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,1.0,Cat_4,D
9266,459087,FEMININO,NAO,21,NAO,DOUTOR,0.0,BAIXO,3.0,Cat_6,C
9267,464971,FEMININO,SIM,36,NAO,ENGENHEIRO,1.0,BAIXO,5.0,Cat_4,A
9268,460472,MASCULINO,SIM,49,NAO,DOUTOR,1.0,MEDIO,3.0,Cat_4,A
9269,461145,FEMININO,SIM,36,SIM,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_3,A
9272,465960,FEMININO,NAO,32,SIM,MARKETING,8.0,BAIXO,1.0,Cat_6,D
9273,462561,FEMININO,SIM,48,SIM,ARTISTA,4.0,MEDIO,2.0,Cat_6,C
9276,466015,MASCULINO,SIM,69,NAO,ENTRETENIMENTO,3.0,BAIXO,8.0,Cat_6,A
9278,463196,FEMININO,SIM,67,SIM,ENGENHEIRO,1.0,BAIXO,1.0,Cat_6,A
9279,463598,FEMININO,SIM,32,NAO,ENGENHEIRO,3.0,BAIXO,2.0,Cat_6,C
9282,461988,MASCULINO,SIM,36,NAO,ENGENHEIRO,0.0,MEDIO,2.0,Cat_6,B
9283,461635,MASCULINO,SIM,43,SIM,EXECUTIVO,6.0,ALTO,3.0,Cat_6,C
9284,464687,MASCULINO,SIM,36,SIM,ARTISTA,9.0,MEDIO,5.0,Cat_4,D
9286,459685,MASCULINO,SIM,36,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_7,C
9287,466617,FEMININO,NAO,23,NAO,ASSISTENCIA_MEDICA,4.0,BAIXO,3.0,Cat_6,D
9288,465973,FEMININO,SIM,50,SIM,ARTISTA,8.0,MEDIO,2.0,Cat_6,B
9289,459312,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_4,D
9291,467863,FEMININO,SIM,35,SIM,DOUTOR,0.0,MEDIO,3.0,Cat_6,C
9292,461659,FEMININO,SIM,52,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
9293,466272,FEMININO,SIM,68,SIM,ADVOGADO,0.0,MEDIO,3.0,Cat_6,C
9294,459292,MASCULINO,NAO,46,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,C
9296,463710,MASCULINO,NAO,49,SIM,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_2,B
9297,463856,MASCULINO,SIM,37,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_4,C
9298,467545,MASCULINO,SIM,53,SIM,ARTISTA,9.0,MEDIO,2.0,Cat_6,B
9299,466027,FEMININO,SIM,70,NAO,ENGENHEIRO,7.0,BAIXO,1.0,Cat_3,B
9300,460409,FEMININO,NAO,43,SIM,ARTISTA,8.0,BAIXO,4.0,Cat_6,D
9301,465342,MASCULINO,SIM,83,SIM,EXECUTIVO,0.0,ALTO,2.0,Cat_6,A
9302,460249,FEMININO,NAO,25,SIM,ENTRETENIMENTO,9.0,BAIXO,2.0,Cat_6,A
9303,464231,MASCULINO,SIM,45,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,C
9304,461676,FEMININO,NAO,29,SIM,ENGENHEIRO,1.0,BAIXO,1.0,Cat_6,A
9306,467597,FEMININO,SIM,65,SIM,ADVOGADO,0.0,BAIXO,1.0,Cat_6,A
9307,459256,FEMININO,SIM,46,SIM,ARTISTA,0.0,ALTO,4.0,Cat_6,B
9308,459962,MASCULINO,SIM,59,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,B
9309,463546,FEMININO,NAO,30,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,2.0,Cat_6,C
9310,464197,MASCULINO,SIM,29,NAO,ASSISTENCIA_MEDICA,5.0,BAIXO,2.0,Cat_6,D
9311,465146,MASCULINO,SIM,58,SIM,ARTISTA,9.0,BAIXO,1.0,Cat_6,B
9312,462412,MASCULINO,SIM,71,NAO,ARTISTA,1.0,BAIXO,5.0,Cat_6,C
9313,464279,MASCULINO,SIM,53,NAO,EXECUTIVO,1.0,BAIXO,5.0,Cat_6,A
9315,463381,MASCULINO,SIM,36,SIM,DOUTOR,8.0,MEDIO,4.0,Cat_3,C
9316,464230,MASCULINO,NAO,33,NAO,ENGENHEIRO,0.0,BAIXO,4.0,Cat_1,D
9317,465394,MASCULINO,NAO,32,SIM,ENGENHEIRO,0.0,BAIXO,3.0,Cat_4,B
9319,461105,FEMININO,NAO,49,SIM,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_3,D
9320,464328,MASCULINO,SIM,84,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,B
9321,462797,MASCULINO,SIM,30,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,A
9322,461008,MASCULINO,NAO,26,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_3,A
9323,461412,FEMININO,SIM,41,SIM,ARTISTA,5.0,ALTO,3.0,Cat_5,B
9324,462283,MASCULINO,NAO,25,NAO,ASSISTENCIA_MEDICA,4.0,BAIXO,5.0,Cat_6,D
9325,467683,MASCULINO,SIM,26,SIM,ASSISTENCIA_MEDICA,9.0,ALTO,3.0,Cat_2,D
9326,463727,FEMININO,NAO,27,NAO,DOUTOR,0.0,BAIXO,5.0,Cat_3,A
9328,459497,FEMININO,SIM,80,SIM,ADVOGADO,0.0,BAIXO,1.0,Cat_6,C
9329,464407,FEMININO,SIM,50,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
9331,465116,FEMININO,SIM,66,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_6,C
9332,462957,MASCULINO,SIM,58,NAO,EXECUTIVO,1.0,ALTO,5.0,Cat_6,B
9333,465292,FEMININO,NAO,42,SIM,DOUTOR,0.0,BAIXO,3.0,Cat_6,B
9334,464359,FEMININO,NAO,37,SIM,ARTISTA,0.0,BAIXO,3.0,Cat_6,B
9335,461838,MASCULINO,SIM,49,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,C
9336,464624,MASCULINO,NAO,39,SIM,ENTRETENIMENTO,3.0,BAIXO,2.0,Cat_1,A
9338,466705,MASCULINO,SIM,69,NAO,ADVOGADO,0.0,BAIXO,3.0,Cat_6,C
9339,459849,FEMININO,SIM,50,SIM,ARTISTA,1.0,ALTO,5.0,Cat_6,C
9340,463273,MASCULINO,SIM,37,SIM,ENTRETENIMENTO,8.0,MEDIO,2.0,Cat_3,B
9341,461551,MASCULINO,SIM,61,NAO,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,A
9342,464129,MASCULINO,SIM,52,SIM,EXECUTIVO,1.0,ALTO,4.0,Cat_1,C
9343,464031,FEMININO,NAO,23,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,D
9346,460791,FEMININO,NAO,27,SIM,ENGENHEIRO,9.0,BAIXO,7.0,Cat_3,C
9347,464348,MASCULINO,NAO,43,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,A
9348,460904,FEMININO,NAO,35,NAO,ENTRETENIMENTO,1.0,BAIXO,1.0,Cat_6,B
9349,466484,FEMININO,SIM,52,NAO,EXECUTIVO,1.0,BAIXO,1.0,Cat_3,A
9352,461674,MASCULINO,SIM,48,SIM,EXECUTIVO,0.0,ALTO,4.0,Cat_6,C
9354,464297,MASCULINO,NAO,26,NAO,ARTISTA,8.0,BAIXO,5.0,Cat_5,A
9355,462322,FEMININO,NAO,49,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_2,C
9356,459974,MASCULINO,NAO,37,SIM,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_6,A
9357,461003,MASCULINO,NAO,30,NAO,EXECUTIVO,13.0,BAIXO,4.0,Cat_3,D
9358,464939,MASCULINO,NAO,43,NAO,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_4,D
9359,461905,FEMININO,NAO,42,SIM,ARTISTA,0.0,BAIXO,3.0,Cat_6,C
9360,466952,MASCULINO,SIM,60,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
9362,460484,FEMININO,NAO,23,NAO,ASSISTENCIA_MEDICA,4.0,BAIXO,7.0,Cat_3,D
9363,462346,MASCULINO,SIM,81,SIM,ADVOGADO,9.0,BAIXO,1.0,Cat_6,B
9364,465441,FEMININO,SIM,45,SIM,ENGENHEIRO,2.0,BAIXO,1.0,Cat_4,A
9365,461689,MASCULINO,NAO,33,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,C
9366,464846,MASCULINO,NAO,25,NAO,ENTRETENIMENTO,8.0,BAIXO,2.0,Cat_4,D
9367,462254,MASCULINO,SIM,38,NAO,EXECUTIVO,1.0,MEDIO,5.0,Cat_2,B
9368,462708,MASCULINO,SIM,25,SIM,EXECUTIVO,8.0,ALTO,2.0,Cat_6,A
9369,467806,MASCULINO,SIM,62,SIM,ARTISTA,1.0,ALTO,2.0,Cat_6,B
9370,461173,MASCULINO,SIM,45,SIM,ARTISTA,1.0,BAIXO,4.0,Cat_3,B
9371,465912,FEMININO,NAO,63,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
9372,461341,FEMININO,SIM,39,SIM,ARTISTA,0.0,ALTO,2.0,Cat_6,A
9373,465135,FEMININO,NAO,25,NAO,ENGENHEIRO,1.0,BAIXO,1.0,Cat_6,B
9374,461654,FEMININO,NAO,67,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_7,B
9375,459147,MASCULINO,SIM,81,SIM,ENTRETENIMENTO,1.0,BAIXO,1.0,Cat_6,D
9376,464611,MASCULINO,NAO,31,SIM,ARTISTA,1.0,BAIXO,4.0,Cat_7,C
9377,460356,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,D
9379,461591,FEMININO,NAO,33,NAO,ENGENHEIRO,1.0,BAIXO,2.0,Cat_4,B
9380,466505,FEMININO,SIM,42,NAO,ARTISTA,8.0,ALTO,5.0,Cat_6,B
9382,464717,MASCULINO,SIM,25,NAO,EXECUTIVO,4.0,ALTO,8.0,Cat_4,D
9384,464620,FEMININO,SIM,41,SIM,ARTISTA,1.0,ALTO,2.0,Cat_6,B
9385,462333,FEMININO,SIM,40,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,D
9386,463910,FEMININO,SIM,50,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
9388,459262,FEMININO,NAO,31,NAO,ENTRETENIMENTO,9.0,BAIXO,4.0,Cat_6,C
9389,467808,FEMININO,SIM,63,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
9390,460992,MASCULINO,SIM,57,NAO,EXECUTIVO,0.0,ALTO,4.0,Cat_6,A
9391,459950,FEMININO,NAO,40,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,A
9393,467461,FEMININO,SIM,45,SIM,ARTISTA,8.0,ALTO,3.0,Cat_6,B
9395,464177,MASCULINO,NAO,25,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
9396,463918,FEMININO,NAO,22,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_4,D
9397,464326,FEMININO,NAO,38,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_6,A
9398,465612,MASCULINO,SIM,37,SIM,ARTISTA,9.0,MEDIO,2.0,Cat_6,C
9399,463872,MASCULINO,SIM,78,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_2,A
9400,466883,FEMININO,SIM,37,SIM,ARTISTA,2.0,MEDIO,2.0,Cat_6,B
9401,467477,MASCULINO,SIM,43,SIM,ASSISTENCIA_MEDICA,5.0,MEDIO,2.0,Cat_6,D
9402,461307,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,D
9403,463509,MASCULINO,NAO,43,NAO,ARTISTA,0.0,BAIXO,1.0,Cat_3,D
9404,461470,MASCULINO,SIM,43,SIM,ARTISTA,2.0,MEDIO,2.0,Cat_6,C
9405,466138,MASCULINO,SIM,71,NAO,ADVOGADO,3.0,ALTO,2.0,Cat_6,D
9406,460034,FEMININO,SIM,38,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,D
9409,465088,MASCULINO,SIM,48,SIM,EXECUTIVO,9.0,ALTO,4.0,Cat_6,B
9411,462375,MASCULINO,SIM,53,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_6,C
9412,466337,FEMININO,SIM,41,NAO,ENGENHEIRO,0.0,BAIXO,2.0,Cat_4,A
9413,465924,FEMININO,NAO,28,SIM,MARKETING,0.0,BAIXO,2.0,Cat_6,D
9416,463934,FEMININO,SIM,43,SIM,ARTISTA,3.0,MEDIO,2.0,Cat_6,C
9418,466728,MASCULINO,SIM,28,NAO,DOUTOR,0.0,MEDIO,2.0,Cat_6,A
9419,461737,FEMININO,SIM,48,SIM,DOUTOR,1.0,MEDIO,6.0,Cat_4,B
9420,460972,MASCULINO,SIM,42,SIM,ARTISTA,14.0,BAIXO,2.0,Cat_6,A
9421,461210,FEMININO,NAO,38,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,A
9422,463111,FEMININO,NAO,42,SIM,ENGENHEIRO,6.0,BAIXO,3.0,Cat_6,D
9423,465513,MASCULINO,NAO,43,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,B
9424,461732,FEMININO,SIM,46,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_2,C
9425,459647,FEMININO,NAO,43,SIM,ENGENHEIRO,1.0,BAIXO,2.0,Cat_6,B
9426,460257,FEMININO,NAO,28,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,6.0,Cat_6,D
9427,464437,FEMININO,SIM,48,SIM,ENGENHEIRO,0.0,MEDIO,4.0,Cat_6,B
9428,461544,MASCULINO,SIM,82,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
9429,462749,MASCULINO,SIM,49,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,C
9430,461472,FEMININO,SIM,41,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
9431,467659,MASCULINO,SIM,66,SIM,ENTRETENIMENTO,0.0,MEDIO,2.0,Cat_6,B
9432,466859,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,5.0,Cat_2,D
9433,460101,FEMININO,NAO,31,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,3.0,Cat_3,D
9434,461885,FEMININO,SIM,49,SIM,ARTISTA,3.0,ALTO,5.0,Cat_6,C
9435,460982,MASCULINO,SIM,77,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
9436,460503,MASCULINO,NAO,41,SIM,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_3,B
9437,460814,MASCULINO,SIM,78,NAO,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_6,D
9438,459981,MASCULINO,NAO,41,SIM,ARTISTA,7.0,BAIXO,1.0,Cat_6,A
9439,463776,FEMININO,SIM,39,SIM,ARTISTA,3.0,MEDIO,2.0,Cat_6,C
9440,467746,MASCULINO,SIM,50,SIM,EXECUTIVO,0.0,ALTO,3.0,Cat_6,B
9441,460151,MASCULINO,SIM,35,SIM,ARTISTA,3.0,MEDIO,2.0,Cat_6,C
9442,467145,FEMININO,SIM,52,SIM,DOUTOR,1.0,MEDIO,3.0,Cat_6,B
9444,461101,FEMININO,SIM,50,SIM,ENGENHEIRO,4.0,MEDIO,4.0,Cat_3,A
9446,461424,MASCULINO,SIM,63,NAO,ASSISTENCIA_MEDICA,0.0,MEDIO,4.0,Cat_4,B
